"id","city","class","review_count","categories"
"5356","Toronto",0,12,"Other"
"5358","Missisauga",0,31,"Asian"
"5360","Toronto",1,67,"Fast Food"
"5362","Toronto",0,23,"Asian"
"5364","Toronto",1,303,"Asian"
"5366","Toronto",0,8,"Asian"
"5368","Toronto",0,173,"Other"
"5370","Toronto",0,80,"Asian"
"5372","Toronto",0,5,"Fast Food"
"5374","Toronto",0,70,"Latin"
"5376","Toronto",0,208,"Fast Food"
"5378","Toronto",1,46,"Asian"
"5380","Toronto",1,73,"Middle Eastern"
"5382","Toronto",1,48,"Pub"
"5384","Toronto",0,7,"Middle Eastern"
"5386","Markham",1,39,"Asian"
"5388","Missisauga",0,23,"North American"
"5390","Toronto",0,91,"North American"
"5392","Toronto",1,6,"North American"
"5394","Toronto",1,3,"Middle Eastern"
"5396","Toronto",1,12,"Latin"
"5398","Toronto",0,19,"Asian"
"5400","Markham",0,52,"Asian"
"5402","Toronto",0,8,"North American"
"5404","Missisauga",0,73,"Other"
"5406","Toronto",0,11,"Fast Food"
"5408","Toronto",0,4,"Middle Eastern"
"5410","Toronto",1,14,"Italian"
"5412","Missisauga",1,30,"Italian"
"5414","Markham",0,17,"Asian"
"5416","Toronto",0,92,"Asian"
"5418","Toronto",1,177,"Middle Eastern"
"5420","Toronto",0,49,"Asian"
"5422","Toronto",0,6,"North American"
"5424","Markham",0,269,"Asian"
"5426","Toronto",0,44,"Fast Food"
"5428","Toronto",0,32,"Latin"
"5430","Toronto",1,62,"Asian"
"5432","Toronto",0,4,"Asian"
"5434","Markham",1,15,"Fast Food"
"5436","Toronto",0,18,"Asian"
"5438","Toronto",0,23,"Coffee or Sandwiches"
"5440","Toronto",1,15,"Other"
"5442","Markham",0,22,"Asian"
"5444","Toronto",0,23,"Asian"
"5446","Toronto",1,102,"Asian"
"5448","Toronto",0,13,"North American"
"5450","Toronto",0,52,"Latin"
"5452","Markham",0,13,"Asian"
"5454","Toronto",0,4,"Fast Food"
"5456","Toronto",0,7,"Asian"
"5458","Missisauga",1,7,"Coffee or Sandwiches"
"5460","Markham",0,166,"Asian"
"5462","Toronto",0,7,"Fast Food"
"5464","Toronto",0,26,"Other"
"5466","Toronto",1,199,"Fast Food"
"5468","Toronto",1,6,"Other"
"5470","Toronto",1,4,"Middle Eastern"
"5472","Toronto",1,22,"Other"
"5474","Missisauga",0,5,"Fast Food"
"5476","Toronto",1,8,"Asian"
"5478","Toronto",0,39,"Pub"
"5480","Toronto",0,4,"Middle Eastern"
"5482","Toronto",1,24,"Asian"
"5484","Toronto",0,128,"Middle Eastern"
"5486","Toronto",1,76,"Coffee or Sandwiches"
"5488","Toronto",0,41,"North American"
"5490","Missisauga",0,10,"Coffee or Sandwiches"
"5492","Toronto",0,54,"Asian"
"5494","Toronto",1,60,"Italian"
"5496","Toronto",0,8,"Coffee or Sandwiches"
"5498","Toronto",0,13,"North American"
"5500","Toronto",1,12,"Fast Food"
"5502","Toronto",0,21,"Middle Eastern"
"5504","Toronto",1,28,"Asian"
"5506","Toronto",1,9,"Pub"
"5508","Toronto",1,11,"Middle Eastern"
"5510","Toronto",0,6,"Fast Food"
"5512","Toronto",0,17,"Middle Eastern"
"5514","Missisauga",1,16,"Asian"
"5516","Toronto",0,3,"Coffee or Sandwiches"
"5518","Toronto",0,9,"Fast Food"
"5520","Toronto",1,47,"Latin"
"5522","Toronto",1,9,"Coffee or Sandwiches"
"5524","Toronto",0,9,"Middle Eastern"
"5526","Toronto",1,27,"Asian"
"5528","Toronto",0,3,"Fast Food"
"5530","Toronto",0,11,"Middle Eastern"
"5532","Missisauga",0,3,"Middle Eastern"
"5534","Toronto",0,28,"North American"
"5536","Toronto",0,4,"Fast Food"
"5538","Toronto",0,104,"Asian"
"5540","Toronto",0,91,"North American"
"5542","Toronto",0,23,"Italian"
"5544","Toronto",0,6,"Asian"
"5546","Missisauga",0,11,"Other"
"5548","Toronto",1,4,"Other"
"5550","Toronto",0,188,"North American"
"5552","Toronto",1,5,"Middle Eastern"
"5554","Toronto",0,26,"Middle Eastern"
"5556","Toronto",1,26,"Pub"
"5558","Toronto",0,15,"Fast Food"
"5560","Toronto",0,52,"North American"
"5562","Toronto",1,24,"Middle Eastern"
"5564","Toronto",1,4,"Asian"
"5566","Toronto",0,16,"Fast Food"
"5568","Missisauga",1,30,"Pub"
"5570","Toronto",0,27,"Asian"
"5572","Toronto",1,30,"Fast Food"
"5574","Toronto",1,9,"Middle Eastern"
"5576","Toronto",1,8,"Coffee or Sandwiches"
"5578","Toronto",0,12,"Other"
"5580","Toronto",0,4,"Fast Food"
"5582","Toronto",0,7,"Fast Food"
"5584","Toronto",1,83,"Asian"
"5586","Missisauga",1,4,"North American"
"5588","Toronto",1,52,"Asian"
"5590","Toronto",0,3,"Fast Food"
"5592","Toronto",0,43,"Asian"
"5594","Markham",0,67,"Latin"
"5596","Toronto",0,3,"Other"
"5598","Toronto",0,32,"Asian"
"5600","Missisauga",0,14,"Middle Eastern"
"5602","Toronto",1,4,"Pub"
"5604","Toronto",1,90,"Asian"
"5606","Toronto",1,16,"Middle Eastern"
"5608","Toronto",0,6,"Coffee or Sandwiches"
"5610","Toronto",0,141,"Other"
"5612","Toronto",0,5,"Asian"
"5614","Toronto",0,14,"Pub"
"5616","Toronto",1,7,"Asian"
"5618","Toronto",0,3,"Middle Eastern"
"5620","Toronto",0,3,"Fast Food"
"5622","Missisauga",1,6,"Italian"
"5624","Toronto",1,70,"North American"
"5626","Toronto",0,4,"Latin"
"5628","Toronto",0,9,"Asian"
"5630","Toronto",1,5,"Asian"
"5632","Toronto",1,23,"Middle Eastern"
"5634","Toronto",0,13,"Middle Eastern"
"5636","Toronto",0,49,"Middle Eastern"
"5638","Toronto",0,116,"Asian"
"5640","Toronto",0,78,"Asian"
"5642","Toronto",0,26,"Asian"
"5644","Toronto",0,147,"Coffee or Sandwiches"
"5646","Toronto",0,79,"Fast Food"
"5648","Toronto",1,71,"Fast Food"
"5650","Toronto",0,72,"Middle Eastern"
"5652","Markham",1,7,"Asian"
"5654","Toronto",1,19,"Pub"
"5656","Toronto",1,38,"Asian"
"5658","Toronto",0,38,"North American"
"5660","Missisauga",0,14,"Asian"
"5662","Toronto",1,9,"Pub"
"5664","Toronto",0,3,"Pub"
"5666","Toronto",1,59,"Middle Eastern"
"5668","Toronto",0,31,"Fast Food"
"5670","Missisauga",1,22,"Middle Eastern"
"5672","Toronto",0,14,"Pub"
"5674","Toronto",0,11,"North American"
"5676","Toronto",1,20,"Latin"
"5678","Toronto",0,15,"Fast Food"
"5680","Toronto",0,175,"Asian"
"5682","Toronto",0,6,"Middle Eastern"
"5684","Toronto",0,9,"Middle Eastern"
"5686","Toronto",0,16,"Middle Eastern"
"5688","Toronto",0,16,"Middle Eastern"
"5690","Toronto",0,4,"Asian"
"5692","Toronto",0,18,"Other"
"5694","Toronto",0,72,"North American"
"5696","Toronto",0,4,"Coffee or Sandwiches"
"5698","Toronto",0,197,"Other"
"5700","Toronto",1,23,"Coffee or Sandwiches"
"5702","Toronto",0,80,"Pub"
"5704","Toronto",0,70,"North American"
"5706","Toronto",0,39,"Latin"
"5708","Toronto",0,37,"Asian"
"5710","Markham",0,252,"Asian"
"5712","Missisauga",0,83,"Fast Food"
"5714","Toronto",0,8,"Fast Food"
"5716","Toronto",1,108,"Asian"
"5718","Toronto",1,28,"Pub"
"5720","Toronto",0,4,"Other"
"5722","Toronto",1,8,"Coffee or Sandwiches"
"5724","Toronto",0,168,"Middle Eastern"
"5726","Toronto",0,7,"Other"
"5728","Markham",0,10,"Middle Eastern"
"5730","Toronto",0,18,"North American"
"5732","Missisauga",0,152,"Other"
"5734","Missisauga",1,17,"Asian"
"5736","Missisauga",0,131,"Middle Eastern"
"5738","Missisauga",1,54,"Pub"
"5740","Toronto",0,19,"Fast Food"
"5742","Toronto",0,3,"Middle Eastern"
"5744","Toronto",0,20,"Fast Food"
"5746","Toronto",0,23,"Fast Food"
"5748","Toronto",0,3,"Fast Food"
"5750","Toronto",0,5,"North American"
"5752","Toronto",0,45,"Asian"
"5754","Toronto",0,6,"Asian"
"5756","Markham",0,7,"Asian"
"5758","Toronto",0,3,"Middle Eastern"
"5760","Toronto",0,159,"North American"
"5762","Toronto",0,3,"Other"
"5764","Toronto",0,3,"Latin"
"5766","Toronto",0,4,"Asian"
"5768","Toronto",0,73,"Latin"
"5770","Toronto",0,5,"North American"
"5772","Toronto",0,19,"Fast Food"
"5774","Toronto",0,104,"Pub"
"5776","Toronto",1,3,"Middle Eastern"
"5778","Toronto",1,32,"Other"
"5780","Toronto",0,90,"North American"
"5782","Toronto",0,71,"Asian"
"5784","Toronto",0,16,"Asian"
"5786","Toronto",1,148,"North American"
"5788","Toronto",0,6,"Middle Eastern"
"5790","Missisauga",0,48,"Middle Eastern"
"5792","Toronto",0,62,"Middle Eastern"
"5794","Toronto",1,17,"Asian"
"5796","Markham",0,41,"Asian"
"5798","Missisauga",0,43,"Coffee or Sandwiches"
"5800","Toronto",0,120,"Fast Food"
"5802","Toronto",0,6,"Other"
"5804","Markham",0,10,"Asian"
"5806","Toronto",0,103,"North American"
"5808","Toronto",0,12,"Fast Food"
"5810","Markham",0,23,"Asian"
"5812","Toronto",0,3,"Asian"
"5814","Toronto",1,17,"Middle Eastern"
"5816","Toronto",0,9,"Middle Eastern"
"5818","Toronto",1,64,"Asian"
"5820","Toronto",1,24,"North American"
"5822","Toronto",0,16,"North American"
"5824","Toronto",0,105,"Fast Food"
"5826","Toronto",0,15,"Pub"
"5828","Toronto",1,137,"North American"
"5830","Toronto",0,155,"North American"
"5832","Toronto",1,4,"Asian"
"5834","Toronto",0,13,"Asian"
"5836","Toronto",1,106,"Other"
"5838","Toronto",0,23,"North American"
"5840","Toronto",1,53,"Other"
"5842","Toronto",0,11,"Fast Food"
"5844","Toronto",0,3,"Coffee or Sandwiches"
"5846","Toronto",1,17,"Asian"
"5848","Toronto",0,58,"Asian"
"5850","Markham",0,10,"North American"
"5852","Toronto",1,32,"Asian"
"5854","Toronto",0,114,"Asian"
"5856","Markham",1,13,"Coffee or Sandwiches"
"5858","Toronto",1,86,"North American"
"5860","Toronto",1,57,"Asian"
"5862","Toronto",1,34,"Asian"
"5864","Toronto",1,10,"North American"
"5866","Markham",0,3,"Other"
"5868","Missisauga",0,35,"Asian"
"5870","Toronto",1,4,"Fast Food"
"5872","Toronto",0,13,"North American"
"5874","Toronto",0,17,"Coffee or Sandwiches"
"5876","Missisauga",0,24,"Middle Eastern"
"5878","Toronto",0,5,"Latin"
"5880","Toronto",0,180,"Coffee or Sandwiches"
"5882","Toronto",0,8,"Coffee or Sandwiches"
"5884","Toronto",0,12,"Coffee or Sandwiches"
"5886","Toronto",1,13,"Coffee or Sandwiches"
"5888","Toronto",0,4,"Other"
"5890","Toronto",1,35,"North American"
"5892","Missisauga",0,8,"Fast Food"
"5894","Missisauga",1,55,"Fast Food"
"5896","Toronto",0,41,"North American"
"5898","Toronto",0,8,"Fast Food"
"5900","Missisauga",0,3,"Latin"
"5902","Toronto",0,21,"Other"
"5904","Toronto",0,3,"Fast Food"
"5906","Toronto",0,4,"Other"
"5908","Toronto",1,3,"Asian"
"5910","Toronto",1,29,"Asian"
"5912","Toronto",1,271,"Other"
"5914","Toronto",1,3,"Fast Food"
"5916","Toronto",1,22,"Other"
"5918","Missisauga",0,33,"North American"
"5920","Toronto",0,54,"Other"
"5922","Missisauga",0,12,"Asian"
"5924","Toronto",1,35,"Other"
"5926","Toronto",0,93,"Fast Food"
"5928","Missisauga",0,6,"Italian"
"5930","Toronto",0,11,"Asian"
"5932","Toronto",0,7,"Pub"
"5934","Toronto",0,35,"Asian"
"5936","Toronto",1,139,"Middle Eastern"
"5938","Toronto",0,42,"Middle Eastern"
"5940","Toronto",0,56,"North American"
"5942","Toronto",0,5,"Pub"
"5944","Toronto",0,35,"North American"
"5946","Toronto",0,121,"Pub"
"5948","Markham",0,4,"Asian"
"5950","Missisauga",1,21,"Middle Eastern"
"5952","Toronto",1,4,"North American"
"5954","Toronto",1,42,"Pub"
"5956","Toronto",0,7,"North American"
"5958","Missisauga",1,5,"Latin"
"5960","Toronto",0,8,"Middle Eastern"
"5962","Toronto",0,46,"North American"
"5964","Toronto",0,35,"Asian"
"5966","Toronto",1,179,"Fast Food"
"5968","Toronto",1,39,"Latin"
"5970","Missisauga",0,8,"Middle Eastern"
"5972","Missisauga",0,5,"Coffee or Sandwiches"
"5974","Missisauga",0,36,"Middle Eastern"
"5976","Toronto",0,8,"Fast Food"
"5978","Toronto",0,22,"Pub"
"5980","Toronto",0,3,"North American"
"5982","Toronto",0,45,"Coffee or Sandwiches"
"5984","Toronto",0,8,"Latin"
"5986","Markham",0,33,"Other"
"5988","Toronto",0,3,"Coffee or Sandwiches"
"5990","Toronto",0,98,"North American"
"5992","Toronto",0,15,"Asian"
"5994","Toronto",0,13,"Other"
"5996","Markham",0,18,"Asian"
"5998","Missisauga",0,30,"Pub"
"6000","Missisauga",1,5,"Other"
"6002","Toronto",0,70,"Asian"
"6004","Toronto",0,12,"Fast Food"
"6006","Toronto",0,62,"Asian"
"6008","Toronto",1,205,"Asian"
"6010","Toronto",0,22,"Asian"
"6012","Toronto",1,71,"Italian"
"6014","Markham",0,46,"Fast Food"
"6016","Toronto",1,4,"Asian"
"6018","Toronto",0,68,"Other"
"6020","Toronto",0,7,"Fast Food"
"6022","Toronto",1,3,"Coffee or Sandwiches"
"6024","Markham",0,24,"Pub"
"6026","Toronto",0,29,"Fast Food"
"6028","Toronto",0,3,"Fast Food"
"6030","Toronto",1,3,"Italian"
"6032","Toronto",0,22,"Latin"
"6034","Toronto",0,153,"Italian"
"6036","Markham",0,18,"Asian"
"6038","Missisauga",0,50,"Asian"
"6040","Markham",0,13,"Asian"
"6042","Toronto",0,9,"Fast Food"
"6044","Toronto",0,65,"Fast Food"
"6046","Toronto",0,6,"Fast Food"
"6048","Missisauga",0,8,"North American"
"6050","Markham",0,15,"Middle Eastern"
"6052","Toronto",0,6,"Fast Food"
"6054","Missisauga",1,11,"Fast Food"
"6056","Toronto",0,12,"Middle Eastern"
"6058","Toronto",1,39,"Asian"
"6060","Toronto",0,49,"North American"
"6062","Missisauga",0,4,"Fast Food"
"6064","Toronto",1,62,"Asian"
"6066","Toronto",0,85,"Coffee or Sandwiches"
"6068","Toronto",1,56,"North American"
"6070","Toronto",0,13,"Fast Food"
"6072","Toronto",0,9,"Coffee or Sandwiches"
"6074","Toronto",1,23,"Middle Eastern"
"6076","Markham",0,11,"Asian"
"6078","Toronto",0,37,"Coffee or Sandwiches"
"6080","Toronto",1,10,"Coffee or Sandwiches"
"6082","Toronto",0,3,"Middle Eastern"
"6084","Toronto",0,46,"Asian"
"6086","Toronto",0,42,"Pub"
"6088","Toronto",1,13,"Coffee or Sandwiches"
"6090","Toronto",1,673,"Italian"
"6092","Toronto",0,32,"Pub"
"6094","Toronto",1,64,"Pub"
"6096","Toronto",0,19,"Fast Food"
"6098","Missisauga",0,7,"Fast Food"
"6100","Toronto",1,42,"Latin"
"6102","Toronto",0,39,"Asian"
"6104","Toronto",1,16,"Pub"
"6106","Toronto",0,21,"Other"
"6108","Markham",0,13,"Other"
"6110","Toronto",0,14,"Italian"
"6112","Toronto",0,3,"Fast Food"
"6114","Toronto",0,10,"North American"
"6116","Toronto",0,198,"North American"
"6118","Toronto",0,17,"Asian"
"6120","Missisauga",0,11,"Coffee or Sandwiches"
"6122","Missisauga",1,39,"Pub"
"6124","Toronto",0,4,"Other"
"6126","Toronto",1,23,"Fast Food"
"6128","Toronto",1,3,"Other"
"6130","Missisauga",1,72,"Middle Eastern"
"6132","Toronto",0,46,"Other"
"6134","Toronto",0,15,"Fast Food"
"6136","Toronto",0,77,"North American"
"6138","Toronto",0,3,"Coffee or Sandwiches"
"6140","Toronto",0,35,"Italian"
"6142","Missisauga",1,12,"Asian"
"6144","Toronto",0,127,"North American"
"6146","Toronto",0,4,"Middle Eastern"
"6148","Toronto",0,59,"Italian"
"6150","Toronto",0,7,"Asian"
"6152","Markham",0,35,"Fast Food"
"6154","Toronto",0,49,"Asian"
"6156","Markham",0,4,"Asian"
"6158","Toronto",0,7,"Asian"
"6160","Toronto",0,52,"Middle Eastern"
"6162","Toronto",0,47,"Middle Eastern"
"6164","Toronto",1,6,"North American"
"6166","Toronto",1,9,"Middle Eastern"
"6168","Missisauga",0,5,"Asian"
"6170","Toronto",1,7,"Coffee or Sandwiches"
"6172","Toronto",1,5,"Coffee or Sandwiches"
"6174","Missisauga",0,5,"Fast Food"
"6176","Toronto",1,4,"Fast Food"
"6178","Missisauga",0,26,"North American"
"6180","Toronto",0,5,"North American"
"6182","Toronto",0,6,"Fast Food"
"6184","Missisauga",0,66,"Coffee or Sandwiches"
"6186","Toronto",0,18,"Fast Food"
"6188","Missisauga",0,3,"Fast Food"
"6190","Toronto",0,12,"Asian"
"6192","Missisauga",0,65,"Fast Food"
"6194","Markham",0,6,"Asian"
"6196","Toronto",0,3,"Middle Eastern"
"6198","Toronto",0,11,"Pub"
"6200","Toronto",0,153,"Latin"
"6202","Toronto",0,17,"Italian"
"6204","Markham",0,3,"Coffee or Sandwiches"
"6206","Markham",0,21,"Middle Eastern"
"6208","Toronto",1,89,"Middle Eastern"
"6210","Toronto",0,137,"Coffee or Sandwiches"
"6212","Toronto",0,35,"Asian"
"6214","Toronto",0,9,"Other"
"6216","Toronto",0,7,"Middle Eastern"
"6218","Toronto",0,10,"Middle Eastern"
"6220","Toronto",1,115,"Middle Eastern"
"6222","Missisauga",0,33,"Asian"
"6224","Toronto",1,149,"Other"
"6226","Toronto",0,7,"Asian"
"6228","Toronto",1,6,"Middle Eastern"
"6230","Markham",0,25,"Asian"
"6232","Toronto",0,6,"Asian"
"6234","Toronto",0,82,"North American"
"6236","Toronto",1,17,"Asian"
"6238","Markham",0,27,"Asian"
"6240","Toronto",0,76,"Asian"
"6242","Toronto",1,74,"Coffee or Sandwiches"
"6244","Toronto",0,25,"North American"
"6246","Toronto",0,31,"Asian"
"6248","Markham",0,16,"Asian"
"6250","Toronto",1,3,"Other"
"6252","Toronto",0,100,"Asian"
"6254","Toronto",0,16,"Fast Food"
"6256","Toronto",0,7,"Asian"
"6258","Toronto",1,7,"Italian"
"6260","Missisauga",0,12,"Middle Eastern"
"6262","Toronto",1,39,"Asian"
"6264","Toronto",0,4,"Fast Food"
"6266","Missisauga",1,5,"Coffee or Sandwiches"
"6268","Markham",0,84,"North American"
"6270","Toronto",0,6,"Middle Eastern"
"6272","Toronto",0,26,"Asian"
"6274","Missisauga",0,7,"Other"
"6276","Markham",0,25,"Fast Food"
"6278","Toronto",1,18,"North American"
"6280","Toronto",0,30,"North American"
"6282","Toronto",0,5,"Middle Eastern"
"6284","Toronto",0,4,"Pub"
"6286","Toronto",0,4,"Fast Food"
"6288","Toronto",0,31,"Middle Eastern"
"6290","Toronto",1,29,"Asian"
"6292","Missisauga",0,3,"Coffee or Sandwiches"
"6294","Missisauga",0,3,"Middle Eastern"
"6296","Toronto",1,26,"Coffee or Sandwiches"
"6298","Markham",0,43,"Fast Food"
"6300","Toronto",0,7,"Asian"
"6302","Toronto",0,4,"Middle Eastern"
"6304","Markham",0,3,"Asian"
"6306","Missisauga",0,38,"Middle Eastern"
"6308","Toronto",0,16,"North American"
"6310","Toronto",1,73,"North American"
"6312","Missisauga",0,11,"Asian"
"6314","Toronto",1,35,"Other"
"6316","Markham",1,15,"Coffee or Sandwiches"
"6318","Toronto",1,3,"Middle Eastern"
"6320","Toronto",0,43,"Coffee or Sandwiches"
"6322","Missisauga",0,6,"Coffee or Sandwiches"
"6324","Toronto",0,5,"Fast Food"
"6326","Toronto",0,3,"Pub"
"6328","Toronto",0,5,"Fast Food"
"6330","Toronto",1,35,"Middle Eastern"
"6332","Toronto",0,3,"Other"
"6334","Toronto",1,6,"Asian"
"6336","Toronto",0,12,"Fast Food"
"6338","Missisauga",0,23,"Asian"
"6340","Toronto",0,23,"Asian"
"6342","Toronto",1,27,"Middle Eastern"
"6344","Toronto",0,35,"Fast Food"
"6346","Toronto",0,195,"North American"
"6348","Toronto",0,133,"Asian"
"6350","Toronto",1,103,"Asian"
"6352","Missisauga",0,14,"Latin"
"6354","Toronto",0,16,"Asian"
"6356","Toronto",1,176,"Pub"
"6358","Toronto",1,48,"Coffee or Sandwiches"
"6360","Markham",0,9,"Asian"
"6362","Toronto",0,27,"Middle Eastern"
"6364","Toronto",0,65,"North American"
"6366","Toronto",0,205,"Asian"
"6368","Toronto",1,16,"Pub"
"6370","Toronto",0,97,"Asian"
"6372","Toronto",1,121,"Asian"
"6374","Toronto",0,14,"Asian"
"6376","Toronto",1,12,"Other"
"6378","Toronto",1,10,"Other"
"6380","Toronto",0,13,"Asian"
"6382","Toronto",0,36,"Asian"
"6384","Missisauga",0,21,"North American"
"6386","Toronto",1,6,"Latin"
"6388","Toronto",0,45,"Latin"
"6390","Toronto",0,84,"Middle Eastern"
"6392","Toronto",0,75,"Italian"
"6394","Toronto",0,31,"Middle Eastern"
"6396","Missisauga",0,3,"Coffee or Sandwiches"
"6398","Toronto",0,3,"Fast Food"
"6400","Toronto",1,13,"Pub"
"6402","Toronto",0,42,"Pub"
"6404","Toronto",1,51,"Asian"
"6406","Toronto",1,13,"Asian"
"6408","Missisauga",1,26,"Middle Eastern"
"6410","Toronto",1,6,"Pub"
"6412","Toronto",0,24,"Asian"
"6414","Missisauga",0,66,"Fast Food"
"6416","Missisauga",1,117,"Asian"
"6418","Toronto",1,31,"Asian"
"6420","Missisauga",1,95,"North American"
"6422","Markham",0,9,"Asian"
"6424","Toronto",1,3,"North American"
"6426","Toronto",1,6,"North American"
"6428","Toronto",0,49,"Fast Food"
"6430","Missisauga",0,25,"Asian"
"6432","Toronto",0,7,"North American"
"6434","Toronto",1,227,"Other"
"6436","Toronto",1,73,"Coffee or Sandwiches"
"6438","Toronto",1,41,"Italian"
"6440","Toronto",0,216,"Asian"
"6442","Toronto",0,21,"Other"
"6444","Toronto",0,5,"Coffee or Sandwiches"
"6446","Toronto",1,9,"Latin"
"6448","Toronto",0,49,"Asian"
"6450","Toronto",1,92,"Asian"
"6452","Toronto",0,3,"Middle Eastern"
"6454","Markham",0,42,"Asian"
"6456","Toronto",1,27,"Fast Food"
"6458","Toronto",1,99,"Middle Eastern"
"6460","Toronto",1,33,"Pub"
"6462","Toronto",1,5,"Other"
"6464","Toronto",1,8,"Other"
"6466","Toronto",0,28,"North American"
"6468","Missisauga",0,21,"Fast Food"
"6470","Toronto",1,9,"Coffee or Sandwiches"
"6472","Toronto",1,3,"Latin"
"6474","Toronto",0,5,"Pub"
"6476","Toronto",0,50,"Fast Food"
"6478","Toronto",0,20,"Coffee or Sandwiches"
"6480","Missisauga",0,10,"Asian"
"6482","Missisauga",1,3,"Coffee or Sandwiches"
"6484","Toronto",1,26,"Fast Food"
"6486","Toronto",1,7,"Other"
"6488","Markham",0,18,"Coffee or Sandwiches"
"6490","Toronto",1,12,"Coffee or Sandwiches"
"6492","Toronto",1,122,"Asian"
"6494","Toronto",0,4,"Italian"
"6496","Toronto",0,6,"Middle Eastern"
"6498","Toronto",1,21,"Middle Eastern"
"6500","Toronto",0,3,"Fast Food"
"6502","Toronto",0,21,"Coffee or Sandwiches"
"6504","Missisauga",1,9,"Fast Food"
"6506","Toronto",0,24,"Fast Food"
"6508","Toronto",1,20,"Other"
"6510","Toronto",1,11,"Pub"
"6512","Toronto",1,12,"Asian"
"6514","Toronto",1,66,"Other"
"6516","Toronto",0,7,"Fast Food"
"6518","Markham",0,27,"Middle Eastern"
"6520","Toronto",0,23,"Coffee or Sandwiches"
"6522","Missisauga",0,44,"Latin"
"6524","Toronto",1,7,"Fast Food"
"6526","Toronto",0,23,"Other"
"6528","Toronto",0,4,"Fast Food"
"6530","Toronto",0,37,"North American"
"6532","Toronto",0,4,"Asian"
"6534","Markham",0,4,"Asian"
"6536","Toronto",0,40,"Middle Eastern"
"6538","Toronto",0,8,"Other"
"6540","Toronto",1,10,"Asian"
"6542","Toronto",0,52,"Middle Eastern"
"6544","Missisauga",0,5,"Fast Food"
"6546","Toronto",0,9,"Middle Eastern"
"6548","Toronto",0,7,"Fast Food"
"6550","Toronto",0,5,"Fast Food"
"6552","Toronto",0,13,"Coffee or Sandwiches"
"6554","Toronto",0,34,"Asian"
"6556","Toronto",0,3,"Fast Food"
"6558","Toronto",0,96,"Other"
"6560","Toronto",0,3,"Asian"
"6562","Toronto",0,3,"Fast Food"
"6564","Toronto",0,53,"North American"
"6566","Markham",1,3,"Coffee or Sandwiches"
"6568","Toronto",1,17,"North American"
"6570","Toronto",1,11,"Asian"
"6572","Toronto",1,58,"Pub"
"6574","Toronto",0,54,"Asian"
"6576","Toronto",1,55,"Middle Eastern"
"6578","Toronto",0,32,"Coffee or Sandwiches"
"6580","Toronto",1,5,"Fast Food"
"6582","Missisauga",1,115,"Asian"
"6584","Toronto",0,33,"Latin"
"6586","Toronto",0,646,"Latin"
"6588","Toronto",0,11,"Middle Eastern"
"6590","Toronto",1,25,"Fast Food"
"6592","Markham",0,52,"Asian"
"6594","Toronto",0,21,"North American"
"6596","Toronto",0,3,"Asian"
"6598","Missisauga",1,24,"Middle Eastern"
"6600","Toronto",1,10,"Fast Food"
"6602","Toronto",0,139,"Fast Food"
"6604","Markham",0,8,"Asian"
"6606","Toronto",0,5,"Fast Food"
"6608","Missisauga",1,88,"North American"
"6610","Markham",0,15,"Middle Eastern"
"6612","Missisauga",0,3,"Asian"
"6614","Toronto",0,23,"Pub"
"6616","Missisauga",0,69,"Pub"
"6618","Toronto",1,34,"Asian"
"6620","Toronto",0,11,"Asian"
"6622","Toronto",0,10,"Coffee or Sandwiches"
"6624","Toronto",1,4,"North American"
"6626","Toronto",1,132,"Italian"
"6628","Toronto",1,9,"Fast Food"
"6630","Toronto",0,16,"Middle Eastern"
"6632","Toronto",1,17,"Coffee or Sandwiches"
"6634","Toronto",0,9,"Coffee or Sandwiches"
"6636","Markham",1,27,"Asian"
"6638","Toronto",1,52,"Fast Food"
"6640","Toronto",1,7,"Other"
"6642","Missisauga",0,30,"Middle Eastern"
"6644","Toronto",1,9,"Other"
"6646","Toronto",0,12,"Coffee or Sandwiches"
"6648","Missisauga",0,19,"Italian"
"6650","Toronto",1,14,"Latin"
"6652","Toronto",1,59,"North American"
"6654","Markham",0,224,"Asian"
"6656","Toronto",1,10,"Fast Food"
"6658","Toronto",1,19,"Coffee or Sandwiches"
"6660","Toronto",1,297,"North American"
"6662","Toronto",0,7,"Fast Food"
"6664","Toronto",1,104,"Coffee or Sandwiches"
"6666","Toronto",0,45,"Latin"
"6668","Missisauga",1,17,"Fast Food"
"6670","Missisauga",0,9,"Coffee or Sandwiches"
"6672","Toronto",0,9,"Asian"
"6674","Toronto",1,3,"Coffee or Sandwiches"
"6676","Toronto",0,3,"Coffee or Sandwiches"
"6678","Toronto",1,18,"Pub"
"6680","Toronto",1,4,"Latin"
"6682","Toronto",1,18,"Latin"
"6684","Toronto",0,26,"Middle Eastern"
"6686","Toronto",0,3,"Coffee or Sandwiches"
"6688","Markham",0,11,"Asian"
"6690","Toronto",0,16,"Fast Food"
"6692","Toronto",1,3,"Middle Eastern"
"6694","Toronto",1,32,"Asian"
"6696","Toronto",1,35,"North American"
"6698","Toronto",0,12,"Latin"
"6700","Toronto",0,88,"Asian"
"6702","Toronto",0,7,"Asian"
"6704","Missisauga",0,20,"Middle Eastern"
"6706","Toronto",0,3,"Pub"
"6708","Missisauga",0,14,"Coffee or Sandwiches"
"6710","Markham",0,149,"Asian"
"6712","Toronto",0,6,"Other"
"6714","Markham",0,38,"Asian"
"6716","Toronto",0,19,"North American"
