"","X","price","speed","hd","ram","screen","cd","multi","premium","ads","trend"
"1606",1606,2494,33,426,8,14,"yes","no","yes",283,10
"1607",1607,1789,33,120,4,14,"no","no","no",283,10
"1608",1608,2990,50,528,16,15,"no","no","yes",283,10
"1609",1609,1944,33,107,2,14,"no","no","yes",283,10
"1610",1610,2090,33,214,4,14,"no","no","yes",283,10
"1611",1611,3135,33,1370,8,14,"no","no","yes",283,10
"1612",1612,1995,33,340,8,15,"no","no","yes",283,10
"1613",1613,1790,25,214,4,15,"no","no","yes",283,10
"1614",1614,3315,66,545,8,17,"no","no","yes",283,10
"1615",1615,1790,25,214,4,14,"no","no","yes",283,10
"1616",1616,1925,33,250,4,15,"no","no","yes",283,10
"1617",1617,2705,66,545,8,15,"no","no","yes",283,10
"1618",1618,3144,50,528,16,14,"no","no","yes",283,10
"1619",1619,1890,50,107,2,15,"no","no","yes",283,10
"1620",1620,2694,66,426,8,14,"yes","no","yes",283,10
"1621",1621,2044,33,170,4,15,"yes","yes","yes",283,10
"1622",1622,1925,66,340,4,14,"no","no","yes",283,10
"1623",1623,2559,66,340,8,17,"no","no","yes",283,10
"1624",1624,1295,25,170,4,14,"no","no","yes",283,10
"1625",1625,2590,25,528,16,15,"no","no","yes",283,10
"1626",1626,2095,50,214,4,14,"no","no","yes",283,10
"1627",1627,2104,33,120,4,14,"yes","no","no",283,10
"1628",1628,2644,66,426,8,14,"no","no","yes",283,10
"1629",1629,2644,25,528,16,14,"no","no","yes",283,10
"1630",1630,1990,66,107,2,15,"no","no","yes",283,10
"1631",1631,2149,66,340,4,14,"no","no","yes",283,10
"1632",1632,2449,50,230,4,15,"no","no","yes",283,10
"1633",1633,2294,50,214,4,14,"yes","no","yes",283,10
"1634",1634,1944,33,214,4,14,"no","no","yes",283,10
"1635",1635,1544,25,170,4,15,"no","no","yes",283,10
"1636",1636,1699,33,210,4,15,"no","no","yes",283,10
"1637",1637,1995,33,340,8,14,"no","no","yes",283,10
"1638",1638,3319,66,527,4,15,"no","no","no",283,10
"1639",1639,3244,66,528,16,14,"no","no","yes",283,10
"1640",1640,2299,66,120,4,14,"no","no","no",283,10
"1641",1641,1590,33,107,2,15,"no","no","yes",283,10
"1642",1642,2774,33,340,4,14,"yes","no","no",283,10
"1643",1643,3589,66,527,8,15,"no","no","no",283,10
"1644",1644,2495,25,528,16,14,"no","no","yes",283,10
"1645",1645,1809,50,210,4,15,"no","no","yes",283,10
"1646",1646,1519,50,130,4,14,"no","no","yes",283,10
"1647",1647,1299,25,170,4,14,"no","no","yes",283,10
"1648",1648,1395,25,170,4,14,"no","no","yes",283,10
"1649",1649,1785,33,340,4,15,"no","no","yes",283,10
"1650",1650,2194,33,214,4,14,"yes","no","yes",283,10
"1651",1651,999,33,80,2,14,"no","no","yes",283,10
"1652",1652,3065,33,545,8,17,"no","no","yes",283,10
"1653",1653,1845,50,240,4,14,"no","no","yes",283,10
"1654",1654,3044,33,528,16,14,"no","no","yes",283,10
"1655",1655,2690,33,528,16,14,"no","no","yes",283,10
"1656",1656,2099,33,120,4,14,"no","no","no",283,10
"1657",1657,1699,25,212,4,14,"no","no","no",283,10
"1658",1658,1964,25,120,4,14,"yes","no","no",283,10
"1659",1659,3194,66,528,16,14,"yes","no","yes",283,10
"1660",1660,1490,25,107,2,15,"no","no","yes",283,10
"1661",1661,2244,25,426,8,14,"no","no","yes",283,10
"1662",1662,2059,33,120,4,14,"no","no","no",283,10
"1663",1663,3094,50,528,16,14,"yes","no","yes",283,10
"1664",1664,1795,50,107,2,14,"no","no","yes",283,10
"1665",1665,2844,33,528,16,14,"no","no","yes",283,10
"1666",1666,2994,33,528,16,14,"yes","no","yes",283,10
"1667",1667,2475,33,545,8,15,"no","no","yes",283,10
"1668",1668,2049,33,212,4,14,"no","no","no",283,10
"1669",1669,3090,66,528,16,14,"no","no","yes",283,10
"1670",1670,2744,33,528,16,14,"no","no","yes",283,10
"1671",1671,2729,66,245,4,15,"no","no","no",283,10
"1672",1672,1944,50,107,2,14,"no","no","yes",283,10
"1673",1673,2344,33,426,8,14,"no","no","yes",283,10
"1674",1674,1685,33,340,4,14,"no","no","yes",283,10
"1675",1675,1695,33,107,2,14,"no","no","yes",283,10
"1676",1676,1495,33,107,2,14,"no","no","yes",283,10
"1677",1677,2195,50,340,8,14,"no","no","yes",283,10
"1678",1678,2195,66,214,4,14,"no","no","yes",283,10
"1679",1679,2890,33,528,16,15,"no","no","yes",283,10
"1680",1680,2199,50,230,8,15,"no","no","yes",283,10
"1681",1681,2395,66,340,8,15,"yes","no","yes",283,10
"1682",1682,2295,50,340,8,15,"yes","no","yes",283,10
"1683",1683,1490,25,107,2,14,"no","no","yes",283,10
"1684",1684,1895,33,170,4,14,"yes","yes","yes",283,10
"1685",1685,1890,33,214,4,14,"no","no","yes",283,10
"1686",1686,1795,33,214,4,14,"no","no","yes",283,10
"1687",1687,1799,33,170,4,14,"no","no","yes",283,10
"1688",1688,1899,50,340,4,14,"no","no","yes",283,10
"1689",1689,2875,33,1370,4,15,"no","no","yes",283,10
"1690",1690,2044,33,214,4,14,"no","no","yes",283,10
"1691",1691,2394,66,214,4,14,"yes","no","yes",283,10
"1692",1692,2244,33,426,8,14,"no","no","yes",283,10
"1693",1693,2094,66,107,2,14,"yes","no","yes",283,10
"1694",1694,2344,50,214,4,14,"no","no","yes",283,10
"1695",1695,1895,66,107,2,14,"no","no","yes",283,10
"1696",1696,2690,66,340,8,15,"yes","yes","yes",283,10
"1697",1697,1895,25,170,4,17,"no","no","yes",283,10
"1698",1698,1844,25,214,4,14,"no","no","yes",283,10
"1699",1699,2799,66,340,16,15,"yes","no","yes",283,10
"1700",1700,1894,33,107,2,14,"yes","no","yes",283,10
"1701",1701,4999,66,525,8,17,"yes","no","yes",283,10
"1702",1702,1544,25,107,2,14,"no","no","yes",283,10
"1703",1703,1690,25,170,4,14,"yes","yes","yes",283,10
"1704",1704,3649,66,450,8,15,"no","no","yes",283,10
"1705",1705,2545,33,545,8,14,"no","no","yes",283,10
"1706",1706,1890,50,107,2,14,"no","no","yes",283,10
"1707",1707,2834,66,426,8,15,"no","no","yes",283,10
"1708",1708,2490,50,340,8,15,"yes","yes","yes",283,10
"1709",1709,2044,66,107,2,14,"no","no","yes",283,10
"1710",1710,2794,33,528,16,14,"yes","no","yes",283,10
"1711",1711,1279,33,130,4,14,"no","no","yes",283,10
"1712",1712,2815,50,340,8,17,"yes","no","yes",283,10
"1713",1713,3595,66,340,16,17,"yes","no","yes",283,10
"1714",1714,2315,33,545,4,15,"no","no","yes",283,10
"1715",1715,1449,25,120,4,14,"no","no","no",283,10
"1716",1716,1369,33,130,4,14,"no","no","yes",283,10
"1717",1717,1479,50,130,4,14,"no","no","yes",283,10
"1718",1718,2649,50,340,8,15,"yes","no","yes",283,10
"1719",1719,2095,33,250,4,15,"yes","no","yes",283,10
"1720",1720,1999,33,170,4,14,"no","no","yes",283,10
"1721",1721,2390,33,426,8,14,"no","no","yes",283,10
"1722",1722,1599,66,130,4,14,"no","no","yes",283,10
"1723",1723,2595,66,340,4,17,"no","no","yes",283,10
"1724",1724,1790,33,107,2,14,"no","no","yes",283,10
"1725",1725,2190,50,340,4,14,"yes","yes","yes",283,10
"1726",1726,1879,50,170,4,14,"yes","yes","yes",283,10
"1727",1727,2194,25,426,8,14,"yes","no","yes",283,10
"1728",1728,1399,33,212,4,14,"no","no","yes",283,10
"1729",1729,1995,66,340,4,14,"no","no","yes",283,10
"1730",1730,2095,33,340,8,15,"no","no","yes",283,10
"1731",1731,2674,33,245,8,14,"yes","no","no",283,10
"1732",1732,2044,50,107,2,14,"no","no","yes",283,10
"1733",1733,2995,66,528,16,14,"no","no","yes",283,10
"1734",1734,1995,33,212,4,17,"no","no","yes",283,10
"1735",1735,2390,66,340,4,14,"yes","yes","yes",283,10
"1736",1736,1395,25,170,4,15,"no","no","yes",283,10
"1737",1737,2995,66,424,16,15,"yes","no","yes",283,10
"1738",1738,2999,66,450,16,15,"yes","no","yes",283,10
"1739",1739,2944,33,528,16,14,"no","no","yes",283,10
"1740",1740,3515,66,424,16,17,"yes","no","yes",283,10
"1741",1741,2690,33,528,16,15,"no","no","yes",283,10
"1742",1742,1990,33,212,4,14,"yes","yes","yes",283,10
"1743",1743,1994,50,107,2,14,"yes","no","yes",283,10
"1744",1744,2799,66,450,8,15,"yes","no","yes",283,10
"1745",1745,2990,50,528,16,14,"no","no","yes",283,10
"1746",1746,2359,33,245,8,14,"no","no","no",283,10
"1747",1747,2345,66,250,4,15,"yes","no","yes",283,10
"1748",1748,2175,66,250,4,15,"no","no","yes",283,10
"1749",1749,2544,50,426,8,14,"no","no","yes",283,10
"1750",1750,1899,33,120,4,14,"no","no","no",283,10
"1751",1751,2490,50,426,8,15,"no","no","yes",283,10
"1752",1752,3190,66,424,16,15,"yes","yes","yes",283,10
"1753",1753,1590,33,107,2,14,"no","no","yes",283,10
"1754",1754,2565,66,545,4,15,"no","no","yes",283,10
"1755",1755,2895,50,528,16,14,"no","no","yes",283,10
"1756",1756,3198,66,450,16,15,"yes","no","yes",283,10
"1757",1757,3199,66,340,16,15,"yes","no","yes",283,10
"1758",1758,2024,25,120,4,14,"yes","no","no",283,10
"1759",1759,1789,33,250,4,14,"no","no","yes",283,10
"1760",1760,2145,33,340,8,15,"no","no","yes",283,10
"1761",1761,1854,25,120,4,14,"yes","no","no",283,10
"1762",1762,1790,33,107,2,15,"no","no","yes",283,10
"1763",1763,2415,33,340,8,17,"no","no","yes",283,10
"1764",1764,3249,66,450,4,15,"no","no","yes",283,10
"1765",1765,1895,50,340,4,15,"no","no","yes",283,10
"1766",1766,2590,66,426,8,14,"no","no","yes",283,10
"1767",1767,2190,33,426,8,15,"no","no","yes",283,10
"1768",1768,2795,66,340,8,17,"no","no","yes",283,10
"1769",1769,2890,33,528,16,14,"no","no","yes",283,10
"1770",1770,2490,50,426,8,14,"no","no","yes",283,10
"1771",1771,2144,33,214,4,14,"no","no","yes",283,10
"1772",1772,1539,25,212,4,14,"no","no","yes",283,10
"1773",1773,2694,25,528,16,14,"yes","no","yes",283,10
"1774",1774,2699,33,240,4,14,"no","no","no",283,10
"1775",1775,2594,50,426,8,14,"yes","no","yes",283,10
"1776",1776,3044,66,245,4,15,"yes","no","no",283,10
"1777",1777,1579,50,170,4,14,"no","no","yes",283,10
"1778",1778,2999,66,424,8,15,"yes","no","yes",283,10
"1779",1779,1695,33,212,4,15,"no","no","yes",283,10
"1780",1780,1890,33,214,4,15,"no","no","yes",283,10
"1781",1781,2444,66,214,4,14,"no","no","yes",283,10
"1782",1782,1795,50,340,4,14,"no","no","yes",283,10
"1783",1783,1744,33,107,2,14,"no","no","yes",283,10
"1784",1784,1449,25,212,4,14,"no","no","yes",283,10
"1785",1785,3125,66,1370,4,15,"no","no","yes",283,10
"1786",1786,1495,33,212,4,15,"no","no","yes",283,10
"1787",1787,3090,66,528,16,15,"no","no","yes",283,10
"1788",1788,1499,33,212,4,14,"no","no","yes",283,10
"1789",1789,2995,66,340,16,15,"yes","no","yes",259,11
"1790",1790,3199,66,340,16,15,"yes","no","yes",259,11
"1791",1791,3334,66,528,16,15,"no","no","yes",259,11
"1792",1792,3595,66,452,8,14,"no","no","yes",259,11
"1793",1793,1899,33,120,4,14,"no","no","no",259,11
"1794",1794,2090,33,214,4,15,"no","no","yes",259,11
"1795",1795,3244,66,528,16,14,"no","no","yes",259,11
"1796",1796,1644,25,107,2,14,"no","no","yes",259,11
"1797",1797,3044,33,528,16,14,"no","no","yes",259,11
"1798",1798,1295,25,212,4,14,"no","no","yes",259,11
"1799",1799,1798,25,120,4,14,"no","no","no",259,11
"1800",1800,1690,25,212,4,14,"yes","yes","yes",259,11
"1801",1801,3708,66,527,8,15,"no","no","no",259,11
"1802",1802,2495,66,424,8,15,"yes","no","yes",259,11
"1803",1803,2790,50,426,8,14,"yes","yes","yes",259,11
"1804",1804,1890,33,214,4,15,"no","no","yes",259,11
"1805",1805,1795,33,214,8,14,"no","no","yes",259,11
"1806",1806,3395,33,452,8,14,"no","no","yes",259,11
"1807",1807,2095,33,212,4,17,"no","no","yes",259,11
"1808",1808,2890,33,528,16,15,"no","no","yes",259,11
"1809",1809,2344,50,214,4,14,"no","no","yes",259,11
"1810",1810,2390,25,426,8,14,"yes","yes","yes",259,11
"1811",1811,1964,25,120,4,14,"yes","no","no",259,11
"1812",1812,3015,66,424,8,17,"yes","no","yes",259,11
"1813",1813,2190,50,107,2,14,"yes","yes","yes",259,11
"1814",1814,3515,66,424,16,17,"yes","no","yes",259,11
"1815",1815,1899,25,120,4,14,"no","no","no",259,11
"1816",1816,2690,33,528,16,15,"no","no","yes",259,11
"1817",1817,2490,50,426,8,15,"no","no","yes",259,11
"1818",1818,3544,66,340,16,17,"yes","no","yes",259,11
"1819",1819,1925,66,340,4,15,"no","no","yes",259,11
"1820",1820,2545,66,340,8,17,"no","no","yes",259,11
"1821",1821,2995,66,528,8,15,"no","no","yes",259,11
"1822",1822,2125,66,340,8,15,"no","no","yes",259,11
"1823",1823,2395,50,426,8,14,"no","no","yes",259,11
"1824",1824,1825,66,340,4,14,"no","no","yes",259,11
"1825",1825,2390,33,214,4,14,"yes","yes","yes",259,11
"1826",1826,2244,50,214,4,14,"no","no","yes",259,11
"1827",1827,2475,33,340,8,17,"no","no","yes",259,11
"1828",1828,2699,66,245,8,15,"yes","no","yes",259,11
"1829",1829,2144,25,426,8,14,"no","no","yes",259,11
"1830",1830,2644,50,426,8,14,"no","no","yes",259,11
"1831",1831,2799,50,230,8,15,"yes","yes","yes",259,11
"1832",1832,2099,33,120,4,14,"no","no","no",259,11
"1833",1833,1995,33,424,8,14,"no","no","yes",259,11
"1834",1834,2705,66,340,8,17,"no","no","yes",259,11
"1835",1835,2799,66,450,8,15,"yes","no","yes",259,11
"1836",1836,3205,66,1370,8,14,"no","no","yes",259,11
"1837",1837,3899,66,527,16,17,"yes","no","yes",259,11
"1838",1838,2729,66,245,4,15,"no","no","no",259,11
"1839",1839,2444,66,214,4,14,"no","no","yes",259,11
"1840",1840,2395,50,424,4,17,"no","no","yes",259,11
"1841",1841,2095,33,212,4,17,"no","no","yes",259,11
"1842",1842,2995,66,424,16,15,"yes","no","yes",259,11
"1843",1843,2329,33,340,8,17,"no","no","yes",259,11
"1844",1844,2390,33,424,8,14,"yes","yes","yes",259,11
"1845",1845,1649,25,120,4,14,"no","no","no",259,11
"1846",1846,2290,66,107,2,14,"yes","yes","yes",259,11
"1847",1847,1828,25,120,4,14,"no","no","no",259,11
"1848",1848,2395,66,340,8,15,"no","no","yes",259,11
"1849",1849,2944,33,528,16,14,"no","no","yes",259,11
"1850",1850,1890,33,212,4,14,"yes","yes","yes",259,11
"1851",1851,2605,66,545,8,15,"no","no","yes",259,11
"1852",1852,2095,33,426,8,14,"no","no","yes",259,11
"1853",1853,2024,25,120,4,14,"yes","no","no",259,11
"1854",1854,3090,66,528,16,15,"no","no","yes",259,11
"1855",1855,2590,66,426,8,15,"no","no","yes",259,11
"1856",1856,1790,33,107,2,15,"no","no","yes",259,11
"1857",1857,3714,66,527,4,15,"yes","no","no",259,11
"1858",1858,2499,66,424,8,15,"no","no","yes",259,11
"1859",1859,3144,66,528,16,14,"no","no","yes",259,11
"1860",1860,2899,50,240,4,14,"no","no","no",259,11
"1861",1861,2390,66,424,4,14,"yes","yes","yes",259,11
"1862",1862,2375,33,545,8,15,"no","no","yes",259,11
"1863",1863,1945,33,340,4,15,"no","no","yes",259,11
"1864",1864,2090,25,214,4,14,"yes","yes","yes",259,11
"1865",1865,2168,33,212,4,14,"no","no","no",259,11
"1866",1866,2890,66,426,8,14,"yes","yes","yes",259,11
"1867",1867,2595,33,424,8,17,"no","no","yes",259,11
"1868",1868,3198,66,450,16,15,"yes","no","yes",259,11
"1869",1869,2890,25,528,16,14,"yes","yes","yes",259,11
"1870",1870,1744,33,107,2,14,"no","no","yes",259,11
"1871",1871,2685,66,545,8,14,"no","no","yes",259,11
"1872",1872,2044,66,107,2,14,"no","no","yes",259,11
"1873",1873,1999,50,245,4,15,"yes","yes","yes",259,11
"1874",1874,2095,50,214,4,14,"no","no","yes",259,11
"1875",1875,2285,66,340,8,15,"no","no","yes",259,11
"1876",1876,2364,33,212,4,14,"yes","no","no",259,11
"1877",1877,1844,25,214,4,14,"no","no","yes",259,11
"1878",1878,1349,33,212,4,14,"no","no","yes",259,11
"1879",1879,3044,50,528,16,14,"no","no","yes",259,11
"1880",1880,2149,66,245,4,15,"yes","yes","yes",259,11
"1881",1881,1890,33,107,2,14,"yes","yes","yes",259,11
"1882",1882,1818,25,212,4,14,"no","no","no",259,11
"1883",1883,2999,66,340,8,15,"yes","yes","yes",259,11
"1884",1884,1990,66,107,2,15,"no","no","yes",259,11
"1885",1885,2990,50,528,16,15,"no","no","yes",259,11
"1886",1886,1529,33,245,4,14,"no","no","yes",259,11
"1887",1887,2144,33,214,4,14,"no","no","yes",259,11
"1888",1888,1799,33,120,4,14,"no","no","no",259,11
"1889",1889,1799,33,230,4,14,"no","no","yes",259,11
"1890",1890,2439,50,340,8,17,"no","no","yes",259,11
"1891",1891,2055,33,340,8,15,"no","no","yes",259,11
"1892",1892,1695,25,214,4,14,"no","no","yes",259,11
"1893",1893,1644,33,107,2,14,"no","no","yes",259,11
"1894",1894,2065,33,340,8,15,"yes","no","yes",259,11
"1895",1895,2295,50,424,8,15,"yes","no","yes",259,11
"1896",1896,2490,33,426,8,14,"yes","yes","yes",259,11
"1897",1897,3144,50,528,16,14,"no","no","yes",259,11
"1898",1898,2844,33,528,16,14,"no","no","yes",259,11
"1899",1899,1944,33,107,2,14,"no","no","yes",259,11
"1900",1900,1899,66,245,4,15,"no","no","yes",259,11
"1901",1901,2185,25,528,8,14,"no","no","yes",259,11
"1902",1902,1795,33,214,4,14,"no","no","yes",259,11
"1903",1903,1844,33,107,2,14,"no","no","yes",259,11
"1904",1904,2190,50,214,4,15,"no","no","yes",259,11
"1905",1905,2595,33,528,16,14,"no","no","yes",259,11
"1906",1906,1595,33,340,4,14,"no","no","yes",259,11
"1907",1907,1495,33,107,4,14,"no","no","yes",259,11
"1908",1908,1795,50,424,4,14,"no","no","yes",259,11
"1909",1909,2374,33,120,4,14,"yes","no","no",259,11
"1910",1910,2498,50,320,8,15,"yes","no","yes",259,11
"1911",1911,2175,66,340,4,15,"no","no","yes",259,11
"1912",1912,1908,33,120,4,14,"no","no","no",259,11
"1913",1913,1999,33,340,8,14,"yes","no","yes",259,11
"1914",1914,1599,25,120,4,14,"no","no","no",259,11
"1915",1915,2090,25,426,8,15,"no","no","yes",259,11
"1916",1916,1670,25,212,4,14,"yes","yes","yes",259,11
"1917",1917,2478,33,245,8,14,"no","no","no",259,11
"1918",1918,2590,66,214,4,14,"yes","yes","yes",259,11
"1919",1919,1749,50,245,4,15,"no","no","yes",259,11
"1920",1920,1995,33,214,4,14,"no","no","yes",259,11
"1921",1921,1929,33,245,4,15,"yes","yes","yes",259,11
"1922",1922,3390,66,528,16,14,"yes","yes","yes",259,11
"1923",1923,2044,50,107,2,14,"no","no","yes",259,11
"1924",1924,3290,50,528,16,14,"yes","yes","yes",259,11
"1925",1925,2175,33,425,8,15,"no","no","yes",259,11
"1926",1926,1449,25,120,4,14,"no","no","no",259,11
"1927",1927,2795,33,528,16,14,"no","no","yes",259,11
"1928",1928,1795,50,107,2,14,"no","no","yes",259,11
"1929",1929,2359,33,245,8,14,"no","no","no",259,11
"1930",1930,2049,33,212,4,14,"no","no","no",259,11
"1931",1931,2895,50,528,16,14,"no","no","yes",259,11
"1932",1932,2608,33,340,4,14,"no","no","no",259,11
"1933",1933,1944,25,214,4,14,"no","no","yes",259,11
"1934",1934,2495,66,426,8,14,"no","no","yes",259,11
"1935",1935,2405,66,425,8,15,"no","no","yes",259,11
"1936",1936,2104,33,120,4,14,"yes","no","no",259,11
"1937",1937,2190,33,214,4,14,"yes","yes","yes",259,11
"1938",1938,2195,66,214,4,14,"no","no","yes",259,11
"1939",1939,3589,66,527,8,15,"no","no","no",259,11
"1940",1940,2344,66,214,4,14,"no","no","yes",259,11
"1941",1941,1695,33,340,4,15,"no","no","yes",259,11
"1942",1942,1890,33,212,4,14,"yes","yes","yes",259,11
"1943",1943,1854,25,120,4,14,"yes","no","no",259,11
"1944",1944,2299,66,120,4,14,"no","no","no",259,11
"1945",1945,3044,66,245,4,15,"yes","no","no",259,11
"1946",1946,2944,66,340,8,17,"no","no","yes",259,11
"1947",1947,2145,33,340,4,15,"yes","no","yes",259,11
"1948",1948,1944,50,107,2,14,"no","no","yes",259,11
"1949",1949,2144,66,107,2,14,"no","no","yes",259,11
"1950",1950,1395,25,107,4,14,"no","no","yes",259,11
"1951",1951,2244,33,214,4,14,"no","no","yes",259,11
"1952",1952,2744,33,528,16,14,"no","no","yes",259,11
"1953",1953,2674,33,245,8,14,"yes","no","no",259,11
"1954",1954,1495,33,107,2,14,"no","no","yes",259,11
"1955",1955,3205,66,545,8,17,"no","no","yes",259,11
"1956",1956,2390,33,426,8,15,"no","no","yes",259,11
"1957",1957,1395,25,107,2,14,"no","no","yes",259,11
"1958",1958,2815,50,424,8,17,"yes","no","yes",259,11
"1959",1959,1599,50,245,4,14,"no","no","yes",259,11
"1960",1960,2190,50,424,4,14,"yes","yes","yes",259,11
"1961",1961,3678,66,527,8,15,"no","no","no",259,11
"1962",1962,1695,33,107,2,14,"no","no","yes",259,11
"1963",1963,1895,25,212,4,17,"no","no","yes",259,11
"1964",1964,1275,25,212,4,14,"no","no","yes",259,11
"1965",1965,3399,66,527,4,15,"no","no","no",259,11
"1966",1966,1789,33,120,4,14,"no","no","no",259,11
"1967",1967,2699,33,240,4,14,"no","no","no",259,11
"1968",1968,2544,33,426,8,14,"no","no","yes",259,11
"1969",1969,2744,66,426,8,14,"no","no","yes",259,11
"1970",1970,1790,25,214,4,15,"no","no","yes",259,11
"1971",1971,1490,25,107,2,15,"no","no","yes",259,11
"1972",1972,2315,33,340,8,17,"no","no","yes",259,11
"1973",1973,2285,33,528,8,14,"no","no","yes",259,11
"1974",1974,3904,66,527,8,15,"yes","no","no",259,11
"1975",1975,1699,25,212,4,14,"no","no","no",259,11
"1976",1976,1695,25,214,8,14,"no","no","yes",259,11
"1977",1977,2138,33,212,4,14,"no","no","no",259,11
"1978",1978,1895,66,107,2,14,"no","no","yes",259,11
"1979",1979,2490,50,214,4,14,"yes","yes","yes",259,11
"1980",1980,1995,66,424,4,14,"no","no","yes",259,11
"1981",1981,2644,25,528,16,14,"no","no","yes",259,11
"1982",1982,1699,33,245,4,15,"no","no","yes",259,11
"1983",1983,1544,25,107,2,14,"no","no","yes",259,11
"1984",1984,2744,50,340,8,17,"no","no","yes",259,11
"1985",1985,2495,25,528,16,14,"no","no","yes",259,11
"1986",1986,1995,25,426,8,14,"no","no","yes",259,11
"1987",1987,1539,25,120,4,14,"no","no","no",259,11
"1988",1988,1878,33,120,4,14,"no","no","no",259,11
"1989",1989,2090,33,107,2,14,"yes","yes","yes",259,11
"1990",1990,1299,25,120,4,14,"yes","no","yes",259,11
"1991",1991,2044,33,214,4,14,"no","no","yes",259,11
"1992",1992,5399,66,1200,32,17,"yes","no","yes",259,11
"1993",1993,1395,25,107,4,14,"no","no","yes",259,11
"1994",1994,3365,66,450,16,15,"yes","yes","yes",259,11
"1995",1995,1395,25,240,4,14,"no","no","yes",259,11
"1996",1996,2014,25,212,4,14,"yes","no","no",259,11
"1997",1997,2590,25,528,16,15,"no","no","yes",259,11
"1998",1998,2295,66,340,8,15,"yes","no","yes",259,11
"1999",1999,1788,25,212,4,14,"no","no","no",259,11
"2000",2000,2975,33,545,8,17,"no","no","yes",259,11
"2001",2001,3495,50,452,8,14,"no","no","yes",259,11
"2002",2002,2578,33,340,4,14,"no","no","no",259,11
"2003",2003,1494,25,240,4,15,"no","no","yes",259,11
"2004",2004,2999,66,450,16,15,"yes","no","yes",259,11
"2005",2005,2190,33,426,8,15,"no","no","yes",259,11
"2006",2006,1590,33,107,2,15,"no","no","yes",259,11
"2007",2007,2690,33,426,8,14,"yes","yes","yes",259,11
"2008",2008,2489,33,340,4,14,"no","no","no",259,11
"2009",2009,2544,50,426,8,14,"no","no","yes",259,11
"2010",2010,2848,66,245,4,15,"no","no","no",259,11
"2011",2011,2799,66,340,16,15,"yes","no","yes",259,11
"2012",2012,2059,33,120,4,14,"no","no","no",259,11
"2013",2013,1749,33,212,4,14,"yes","yes","yes",259,11
"2014",2014,1495,33,212,4,14,"no","no","yes",259,11
"2015",2015,2744,25,528,16,14,"no","no","yes",259,11
"2016",2016,2699,66,245,8,15,"yes","no","yes",259,11
"2017",2017,1749,66,245,4,14,"no","no","yes",259,11
"2018",2018,2818,66,245,4,15,"no","no","no",259,11
"2019",2019,1495,33,212,4,14,"no","no","yes",259,11
"2020",2020,1790,25,107,2,14,"yes","yes","yes",259,11
"2021",2021,1944,33,214,4,14,"no","no","yes",259,11
"2022",2022,2344,33,426,8,14,"no","no","yes",259,11
"2023",2023,1890,50,107,2,15,"no","no","yes",259,11
"2024",2024,2644,66,426,8,14,"no","no","yes",259,11
"2025",2025,1709,25,120,4,14,"no","no","no",259,11
"2026",2026,2244,25,426,8,14,"no","no","yes",259,11
"2027",2027,2804,33,340,4,14,"yes","no","no",259,11
"2028",2028,1795,50,340,4,14,"no","no","yes",259,11
"2029",2029,2244,33,426,8,14,"no","no","yes",259,11
"2030",2030,2995,66,528,16,14,"no","no","yes",259,11
"2031",2031,2585,50,528,8,14,"no","no","yes",259,11
"2032",2032,2595,66,424,4,17,"no","no","yes",259,11
"2033",2033,2559,66,340,8,17,"no","no","yes",259,11
"2034",2034,2375,66,340,4,15,"yes","no","yes",259,11
"2035",2035,2290,66,214,4,15,"no","no","yes",259,11
"2036",2036,1895,33,340,8,15,"no","no","yes",259,11
"2037",2037,2195,50,340,8,15,"no","no","yes",259,11
"2038",2038,2295,33,426,8,14,"no","no","yes",259,11
"2039",2039,2990,33,528,16,14,"yes","yes","yes",259,11
"2040",2040,2455,33,545,8,14,"no","no","yes",259,11
"2041",2041,1894,50,340,4,15,"no","no","yes",259,11
"2042",2042,2448,33,245,8,14,"no","no","no",259,11
"2043",2043,2975,33,1370,8,14,"no","no","yes",259,11
"2044",2044,2485,33,528,8,14,"no","no","yes",259,11
"2045",2045,2685,66,528,8,14,"no","no","yes",259,11
"2046",2046,3190,33,528,16,14,"yes","yes","yes",259,11
"2047",2047,2444,33,426,8,14,"no","no","yes",259,11
"2048",2048,2069,33,340,4,14,"no","no","no",275,12
"2049",2049,1709,25,170,4,14,"no","no","no",275,12
"2050",2050,1994,33,120,4,14,"yes","no","no",275,12
"2051",2051,3090,66,528,16,15,"no","no","yes",275,12
"2052",2052,1425,25,120,4,14,"no","no","no",275,12
"2053",2053,2995,66,528,16,14,"no","no","yes",275,12
"2054",2054,1804,25,120,4,14,"yes","no","no",275,12
"2055",2055,3015,66,424,8,17,"yes","no","yes",275,12
"2056",2056,1574,25,212,4,14,"yes","yes","yes",275,12
"2057",2057,1535,33,340,4,14,"no","no","yes",275,12
"2058",2058,1914,25,212,4,14,"yes","no","no",275,12
"2059",2059,2214,25,120,4,14,"yes","no","no",275,12
"2060",2060,2299,66,120,4,14,"no","no","no",275,12
"2061",2061,1999,33,250,4,14,"yes","yes","yes",275,12
"2062",2062,3795,33,1000,16,14,"yes","no","yes",275,12
"2063",2063,1895,33,340,8,14,"yes","no","yes",275,12
"2064",2064,1795,50,424,4,14,"no","no","yes",275,12
"2065",2065,1794,33,212,4,14,"yes","yes","yes",275,12
"2066",2066,3899,66,527,16,17,"yes","no","yes",275,12
"2067",2067,1299,25,212,4,14,"no","no","yes",275,12
